abai:abaikan
jilid:berjilidjilid
jiwa:jiwajiwa
jokowi:joko
jokowi:jokowiharustetapmundur
jual:berjualan
jual:dijual
jual:dodolan
jual:jualan
jual:jualannya
juang:berjuang
juang:diperjuangkan
juara:champion
jubel:berjubel
juga:jgk
juga:jug
juga:jugaa
junjung:junjungannya
jurnal:jurnalis
kabar:kabarnya
kabupaten:kab
kaca:berkaca
kaca:ngaca
kacau:pengacau
kait:berkaitan
kaji:pengkajian
kakak:abg
kakak:bang
kakak:bang
kakak:hyungers
kalau:ituklw
kalau:kalo
kali:berkah
kalimat:kalimatnya
kalung:berkalung
kamera:kameraman
kami:kamidengan
kampung:kampungkampung
kamu:and
kamu:kau
kangen:kangenku
kantor:kantornya
kapok:kapokkapok
karena: coz
karena:gara
karena:garagara
karena:gegara
karena:grgr
karena:karen
karena:karna
karena:krna
karya:karyawan
kasih:dikasih
kasih:diksh
kasih:kasi
kasih:kasian
kasih:kasihan
kasus:case
kata:jare
kawas:kawasan
kdewasaan:dewasa
kebijakan:kebijakannya
kebun:kebon
kecewa:kekecewaan
kedaluwarsa:expired
kegiatan:aktifitasnya
kejadian:moment
kelompok:gerombolan
kelompok:kelompokkelompok
kelompok:sekelompok
keluar:keluarkan
keluarga:keluarganya
kemarin:kemaren
kemarin:kemari
kemarin:kmrn
kenal:ngenalin
kenapa:knpa
kepala:kepalanya
kepala:kpalanya
kepala:kpla
kepala:ndul
kepala:pala
kepalasekolah:kepsek
keras:kekerasan
keritik:mengkritik
kerja:aliansi
kerja:dilakuin
ketahui:diduga
ketahui:digida
keterangan:keterangannya
ketua umum:ketum
khawatir:kawatir
khianat:pengkhianat
kirim:dikirim
kiyai:kiai
komentar:berkomentar
komplotan:komplotannya
kompor:kompori
kompor:ngompor
kondisi:kondisinya
konferensi:confference
konsisten:inkonsistensi
konsultasi:consult
konten:cont
konten:content
konten:contentm
kotak:box
krisis:crisis
kualitas:berkualitas
kuasa:berkuasa
kuasa:berkuasapolri
kuasa:kekuasaan
kulia:perkuliahan
kuliah:kulia
kumpul:berkumpul
kuramh:kudet
kurang:berkurang
kurang:kekurangan
kurung:dikurung
kutuk:dikutuk
lagi:again
lahir:melahirkan
laki:cowo
laksana:dilaksanakan
laku:berlaku
laku:berlakunya
laku:diberlakukan
laku:dlakukan
laku:kela
laku:kelakuan
lakukan:ngelakuin
lama:lamalama
langgar:melanggar
langka:kelangkaan
langsung:dilangsungkan
langsung:kelangsungan
langsung:lgsg
lanjut:berlanjut
lanjut:cmonlah
lanjut:come
lanjut:dilanjutk
lanjut:dilanjutkan
lanjut:gasken
lanjut:gass
lanjut:lanjut
lanjut:lanjutan
lanjut:lanjuth
lanjut:lanjuto
lanjut:selanjutnya
lansung:keberlangsungan
lapar:kelaparan
lapar:laperrrr
lapor:dilaporkan
lapor:melaporkn
larang:dilarang
larang:larangan
lawan:dilawan
lawan:melawan
lebih:berlebih
lelah:cape
lelah:capek
lemah:kelemahan
level:berlevel
level:berlevel
lewat:kelewat
liang:diliang
libur:diliburkan
libur:holidayyy
libur:holidayyy
lihat:cek
lihat:chek
lihat:iihat
lihat:keliatan
lihat:klihatan
lindas:giles
logika:logikanya
lokasi:berlokasi
lokasi:lokasinya
longgar:dilonggarkan
longgar:diperlonggar
longgar:kelongggaran
lontar:melontarkan
luar:diluar
luhut:luhuuttt
luka:bonyok
lupa:lupakan
lurah:kel
lurah:kelsumampir
lurah:kelurahan
lurah:kelurahandesa
maaf:sorry
macam:macem
magelang:jlmagelang
mahasiswa:mahadewa
mahasiswa:mahasewa
mahasiswa:mahasiswabe
mahasiswa:mahasiswanya
mahasiswa:mahaswa
mahasiswa:masiswara
main:dimainkan
main:dolan
main:game
main:gamers
main:keluyuran
main:mainkan
main:memainkan
maju:kemajuan
makan:food
maksimal:maksimalkan
malu:memalukan
mampu:berkemampuan
mampu:kemampuan
mana:dimana
mana:kamana
mana:kemana
mana:kemanakan
mana:kemanamana
manfaat:bermanfaat
manusia:humanis
manusia:kemanusian
marah:ngegas
marah:ngotot
marah:pancibozz
masa:emank
masa:khoq
masa:laaah
masa:laah
masa:laahh
masa:masanya
masalah:mslh
masuk:include
masyarakat:lahrakyat
masyarakat:masyrakat
mau:maunya
megawati:mega
megawati:megawaty
melakukan:melakukn
memang:emang
memang:emangnya
memang:emg
memang:emng
memberi:ngasih
mending:mendingan
mengadakan:ngadain
menghalang:halang
mentri:kemenkes
mentri:kemenkesri
mentri:kementrian
mentri:mendagri
menyebarkan:share
mereka:merrka
mereka:mrka
merekaLmrka
mesti:mestinya
milik:pnya
minta:mintak
muat:dimuat
mudah:dimudahkan
mudah:gampang
mudah:mudahan
mudah:sesimpel
mudik:mudiknya
muka:mengemuka
mulut:bacodpemerintah
mulut:bacot
muncul:munculnya
mundur:diundur
mundur:pengunduran
mungkin:kali
mungkin:kalik
mungkin:mgkn
mungkin:mkin
mungkin:mungki
musyawarah:permusyawaratan
nafsu:berhasrat
naik:dinaikan
naik:dinaikanbisa
naik:kenaikan
nakal:bandel
nama:bernama
nanti:engke
nanti:nnti
natap:tatap
ngaku:mengaku
nilai:dinilai
nunggu:nungguin
nyanyi:bernyanyi
nyata:dinyatakan
nyata:mnyatakan
nyata:pernyataan
obrol:obrolan
ojek:gojekin
ojek:grabexpress
ojek:ojol s
omong:btw
operasi:beroperasi
orang:chuulilies
orang:gaddafiprinces
orde:orba
otak:brains
padahal:pdhal
paham:ngerti
pakai:dipakai
pakai:pakaiin
pakai:pakainya
pakai:pake
paksa:pemaksann
panas:hot
panggung:panggunya
panjang:extend
panjang:extends
panjang:perpanjangan
pantat:buntut
pantau:pantauhelshinta
pastikan:mmastikan
pecat:dipecat
peluang:kans
pemerintah:bupati
pemerintah:camat
pemerintah:gubernur
pemerintah:menterimenteri
pemerintah:mpemerintah
pemerintah:parlemen
pemerintah:pejaba
pemerintah:pejabat
pemerintah:pemerintahan
pemimpin:kempimpinan
pendapat:berpendapat
pendapat:menyuarakan
pendapat:opini
pendapat:pengusung
pendapat:statement
pendapat:tanggapannya
pendek:ceper
pendingin:prizer
pengetahuan:sepengetahuanku
penting:berkepentingan
penting:kepentingan
penuh:full
penuh:fullpay
penundaan:pnundaaan
peran:berperan
percaya diri:pede
percaya:believe
percaya:dipercaya
percaya:kepercayaan
pergi:bepergi
pergi:bepergian
pergi:berangkat
perhatian:pansos
peringatan:alert
peringatan:alerta
perintah:memerintahkan
periode perpanjangan:periodeperpnjng
periode:period
periode:periodebijimane
periode:periodedi
periode:periodenya
periode:periodetapi
periode:priode
pernah:gapernah
perpanjang:diperpanjang
perpanjang:diperpanjangnya
perpustakaan:perpus
pihak:dipihak
pikir:pikiran
pikir:pikirkan
pilih:dipilih
pilih:kepilih
pilih:milih
pilih:terpilihnya
pilihan:opsi
pimpin:dipimpin
pimpin:mmimpin
pindah:berpindah
pindah:berpindah
pokok:pokoknya
polisi:bhabinkamtibmas
polisi:bhabinkamtimas
polisi:binmas
polisi:bripka
polisi:dirpolairud
polisi:ipda
polisi:iptu
polisi:kasihumas
polisi:kesbangpol
polisi:polda
polisi:polres
polisi:polresta
polisi:polrestabes
polisi:polrestro
polisi:polri
polisi:polsek
politik:berpolitik
politik:berpolitiklah
politik:politikbusnis
post:dipost
prakarsa:diprakarsai
presiden:presidenjelas
presiden:presidenkan
presiden:presidenmikir
presiden:presidennya
proyek:diproyeksi
puji:dipuji
pukul:digebugin
pukul:dipukul
pukul:ketok
punya:have
putar:muter
rakyat:inirakyat
ramai:marak
ramai:maraknya
ramai:rame
rasa:berasa
rasa:dirasani
rata:disamaratakan
rata:flattening
reaksi:reaksinya
realisasi:terealisasi
redam:diredam
rencana:agendakan
rencana:direncanakan
resiko:berisiko
respon:amanresponsif
response:respon
ribut:keributan
rumah:dirumah
rumah:home
rusak:mencoreng
rusuh:kisruh
saat:disaat
sabar:bersabar
sabar:sabarrakyat
sadar:sadarsadar
sahabat:bestie
sahabat:sobat
saja:ajah
sakit:tersakiti
salah:disalahi
salah:disalahin
salah:disalahkan
salah:masalah
salah:menyalahkab
salur:disalurkan
sama:ama
sama:bareng
sama:bersamaan
sama:bersamaku
sama:bersamasama
sama:bersma
sama:dgn
sama:dibarengi
sama:dngan
sama:karo
sama:kesamaan
sampah:sampahbikin
sampai:amape
sampai:ampe
sampai:disampaikannya
sampai:nyampe
sampai:nyampein
sandar:diglendotin
sandung:tersandung
sangat:banget
sangat:bgt
sangka:kukira
sapa:disapa
satu:bersatu
satu:satukan
saya:adamamaku
saya:aing
saya:akutuh
saya:ane
saya:daku
saya:gua
saya:gue
sayang:ayang
sayang:dear
sebab:disebabkan
sebagai:dsb
sebar:penyebar
sebelah:disebelahmu
sebelum:sblm
sebentar:bntr
sebut:menyebut
sebut:nyebutin
segar:fresh
seharusnya:mesti
sehat:health
sekarang:skrg
selalu:always
selalu:sllu
selenggara:diselenggarakan
selesai:done
selesai:end
selesai:kelar
sembuh:embuh
semoga:moga
semua:all
semua:everyone
semua:kabeh
sentuh:tersentuh
sepeda:bersepeda
seperti:ala
seperti:alaala
seperti:kayak
seperti:kayaknya
seperti:kayanya
seperti:keknya
seperti:sprti
serah:daah
serang:diserang
serius:keseriusan
serta:beserta
serta:disertai
setuju:sepakat
setuju:sepakatbulat
sewa:pnyewaan
sial:amsyong
siap:persiapan
sibuk:repot
sidak:disidak
sikap:bersikap
sikap:disikapi
sikap:menyikapi
simpul:disimpulkan
sini:here
sinyal:signal
sita:disita
suara:bersuara
suara:disuarakan
sudah:ahsudahlah
sudah:cudah
sudah:dahlah
sudah:menyudahi
sudah:sudahi
sudah:udh
sudut:sudutkan
sukses:sukseskan
sulit:sulitnya
supaya:spy
supir:dri
supir:driver
suruh:disuruh
suruh:menyuruh
susul:disusul
syukur:bersyukur
syukur:disyukuri
tahan:bertahan
tahap:bertahap
tahu:ketahui
tahu:setau
tahun:taun
takut:kegamangan
tambah:bertambah
tambah:ditam
tambah:ditambah
tambah:menambah
tambah:menambahkan
tambah:plus
tambah:tamabh
tambah:tambahan
tambah:tambh
tambahan:additional
tampar:ditampar
tampar:menampar
tanggal:date
tanggap:menanggapi
tanggapan:menangapi
tanggungjawab:bertanggungjawab
tangkap:ditangkap
tangkap:ditangkapin
tangkap:ditangkep
tanya:nanya
target:ditargetkan
taruh:gacoan
tato:ditato
tayang:gentayangan
tegak:tegakkan
tegas:tegaskan
tekan:menekankan
telah:after
teman:bro
teman:broo
teman:dite
teman:ditemenin
teman:gaes
teman:guys
tempat:bertempat
tempat:ditempat
tempat:keknyatempat
tengah:ditengah
tentang:bertentangan
tentara:babinsa
tentara:bhayangkara
tentara:dandim
tentu:ditentukan
tentu:dunk
tentu:karuan
tepis:menepis
terang:kectengaran
terap:diterapkan
terap:diterapkanitu
terima:diterima
terima:menerima
tertawa:wkwkw
tertawa:wkwkwkwkwkwkwkwkwkwkwkwkk
terus:diteruskan
terus:mulu
terus:teroooossss
terus:teroooosssspokoknya
terus:teruss
terus:terussss
terus:teruuuss
terus:teyus
tes:dites
tetap:ditetapk
tetap:ditetapkan
tetap:keep
tetap:menetapkan
tetap:tetap
tidak apa apa:ndpp
tidak tahu:gtau
tidak:bkn
tidak:engga
tidak:ga
tidak:gabakal
tidak:gabel
tidak:gabisa
tidak:gabole
tidak:gabolee
tidak:gaboleh
tidak:gada
tidak:gadog
tidak:gak
tidak:gakkum
tidak:gamau
tidak:gaonok
tidak:gapake
tidak:gasiii giat:keg
tidak:gblh
tidak:jangan
tidak:kaga
tidak:kagak
tidak:keok
tidak:ndak
tidak:ngak
tidak:ngga
tidak:nggak
tidak:tidak tahu
tidak:tidakberani
tidakberani:cupu
timpa:menimpa
tinda:nunda
tindak:bertindak
tindak:ditindak
tindak:tindakan
tinggal:tinggalin
tingkat:pengingkatan
tingkat:peningkatan
tipu:menipu
titik:dititik
tolak:benci
tolak:ditolak
tolak:gajadi
tolak:gakjelas
tolak:menentang
tolak:menghalanghalangi
tolak:menolak
tolak:nolak
tolak:penolak
tolak:penolakan
tolak:tola
tubuh:badan
tuduh:menuduh
tugas:tugasnya
tuju:bertujuan
tulis:tulisan
tumbang:tumbangkan
tumpuk:numpuklah
tunda:ditunda
tunda:menunda
tunda:penundaaan
tunda:penundaan
tunda:penundan
tunggang:ditunggangi
tunggu:ditunggu
tunggu:tungguin
tunjuk:clue
tunjuk:tunjukin
tuntut:menuntut
turun:anjlok
turun:diturunkan
turun:drop
turun:kelengseran
turun:keturunan
turun:lengserkan
turun:menurun
turun:turunkan
tutup:ditutup
tutup:menutup
uang:cuan
uang:duit
uang:duitnya
ubah:berubah
ujung:berujung
ulang:berkalikali
ulang:berulang
ulang:berulangkali
ulang:berulangulang
umum:diumumkan
umur:seumur
unduh:didownload
unduh:download
unggah:diupload
universitas:univ
unjuk:berunjuk
untuk:buatan
untuk:for
untung: cuan
urus:mengurus
urus:ngurus
usaha:berusaha
usaha:usahalah
usik:diganggu
usul:mengusulkan
utang:hutang
vaksin:divaksin
vaksin:lanjutvaksin
wacana:berwacana
wacana:mewacanakan
wakil:wakilnya
waktu:bobatime
wapres:wapresnyaaa
waspada:diwaspadai
wenang:berwenang
wujud:diwujudkan
tega:teganya
putus:putusan
alih:pengalihan
batas:pembatasan
otak:otaknya
atur:ngatur
alih:ngalihkan
turun:diturunkansaja
diam:diem
hapus:diahapus
bersih:bersihbersih
ada:adanya
anehnya:aneh
antriannya:antri
antrian:antri
anggarannya:anggar
bahan:bahanbahan
beban:bebannya
alasan:beralasan
demo:berdemo
solusi:solusinya
alih:berali
